46828 2015 International 4300 EPA 10 Cummins ISB Eaton Autoshift

Time,ID,DLC,Data
1357041602,18F03300,8, D0 07 FF FF FF FF FF FF
1357041602,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041602,0CF00A00,8, 00 00 00 00 FF FF FF FF
1357041602,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041602,1CEBFF00,8, 01 A9 00 00 00 FF FF FF
1357041602,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041602,18F00E00,8, FF FF FF FF FF FF FF FF
1357041602,18F00F00,8, FF FF FF FF FF FF FF FF
1357041602,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041602,18FD6E00,8, FF FF FF FF FF 00 00 FF
1357041602,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041602,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041602,18F00F00,8, FF FF FF FF FF FF FF FF
1357041602,18FD2000,8, 5C 25 FF FF FF FF FF FF
1357041602,18FE4A03,8, 03 1F 4F FF FF F3 FF FF
1357041602,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041602,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041602,18EF2117,8, 02 08 00 00 FF FF 49 A2
1357041602,18FEEF00,8, 96 FF FF 00 00 7D FF FA
1357041602,18F00E00,8, FF FF FF FF FF FF FF FF
1357041602,18FEBF0B,8, 00 00 7D 7D 7D 7D FF FF
1357041602,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041602,18FEF10B,8, FF 00 00 FF FF FF FF FF
1357041602,18FD9400,8, 00 00 FF FF FF FF FF FF
1357041602,18F0010B,8, C0 FF F0 FF FF 0D FF FF
1357041602,18F00F00,8, FF FF FF FF FF FF FF FF
1357041602,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041602,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041602,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041602,18FEF121,8, F7 FF FF C3 00 FF FF FF
1357041602,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041602,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041602,18F00E00,8, FF FF FF FF FF FF FF FF
1357041602,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041602,18FF2921,8, 00 00 00 98 F8 00 FF FF
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FD2000,8, 5C 25 FF FF FF FF FF FF
1357041603,18FD6E00,8, FF FF FF FF FF 00 00 FF
1357041603,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041603,18FEF100,8, FF 00 00 FC 33 00 00 C0
1357041603,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041603,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041603,18FEF803,8, FF FF FF FF 9F 23 FF FF
1357041603,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041603,18FEF700,8, FF FF FF FF F2 00 FF FF
1357041603,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041603,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041603,18F0010B,8, C0 FF F0 FF FF 0D FF FF
1357041603,0CF00A00,8, 00 00 00 00 FF FF FF FF
1357041603,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041603,10FDA300,8, FF FF 26 FF FF FF FF FF
1357041603,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041603,18FEEE00,8, 38 FF FF FF FF FF FF FF
1357041603,0CF00A00,8, 00 00 00 00 FF FF FF FF
1357041603,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041603,10FDA300,8, FF FF 26 FF FF FF FF FF
1357041603,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041603,18E00021,8, 00 FF FF FF FF F0 FF FF
1357041603,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FEF121,8, F7 FF FF C3 00 FF FF FF
1357041603,18F00F00,8, FF FF FF FF FF FF FF FF
1357041603,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041603,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041603,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041603,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041603,18FEE000,8, 4A 2A 06 00 1E 2A 06 00
1357041603,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041603,18F00E00,8, FF FF FF FF FF FF FF FF
1357041603,18F00F00,8, FF FF FF FF FF FF FF FF
1357041603,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041603,18FEE000,8, 4A 2A 06 00 1E 2A 06 00
1357041603,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041603,18F00E00,8, FF FF FF FF FF FF FF FF
1357041603,18F00F00,8, FF FF FF FF FF FF FF FF
1357041603,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041603,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041603,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041603,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041603,10FDA300,8, FF FF 26 FF FF FF FF FF
1357041603,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041603,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041604,0CF00A00,8, 00 00 00 00 FF FF FF FF
1357041604,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041604,10FDA300,8, FF FF 26 FF FF FF FF FF
1357041604,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041604,18FEF121,8, F7 FF FF C3 00 FF FF FF
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041604,18EA0017,3, DC FE 00
1357041604,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041604,18FEF10B,8, FF 00 00 FF FF FF FF FF
1357041604,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041604,18FECA03,8, 00 FF 00 00 00 00 FF FF
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041604,1CFE9200,8, FF 88 7E FF FF FF 00 00
1357041604,18FEDF00,8, 7D A0 28 7D 7D FF FF F0
1357041604,18F0010B,8, C0 FF F0 FF FF 0D FF FF
1357041604,18FEBF0B,8, 00 00 7D 7D 7D 7D FF FF
1357041604,18F00E00,8, FF FF FF FF FF FF FF FF
1357041604,18F00F00,8, FF FF FF FF FF FF FF FF
1357041604,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041604,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041604,18FEF000,8, FF FF FF 70 17 F3 FF FF
1357041604,18F00E00,8, FF FF FF FF FF FF FF FF
1357041604,18F00F00,8, FF FF FF FF FF FF FF FF
1357041604,0CF00C03,8, 00 FB 00 00 FF FF FF FF
1357041604,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041604,0CF00400,8, 0E 7D 7D 00 00 00 00 7D
1357041604,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041604,18FE9A00,8, 6F 24 FF FF FF FF FF FF
1357041604,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041604,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041604,18FCF200,8, 00 FF FF FF FF FF FF FF
1357041604,10FDA300,8, FF FF 26 FF FF FF FF FF
1357041604,18FEEF00,8, 96 FF FF 00 00 7D FF FA
1357041604,18FEF200,8, 00 00 00 00 5D 06 00 FF
1357041604,0CF00300,8, D1 00 00 FF FF 0F 72 7D
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
1357041604,0CF00203,8, C0 00 00 FF F7 00 00 03
